agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,adjusted_p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,research_grade,artifact_run_id,signal_count,trades_per_month,average_holding_bars,average_holding_days,average_holding_hours,activity_status,activity_warning
trend_pullback,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.540; BH-adjusted p=0.849; percentile=46.1; RCSI_z=-0.244. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.6138529153846708,0.2622779780533493,0.12858902082651613,-0.19536395030593912,-0.1484261125861075,-0.2438172714591575,0.5397301349325337,0.8490199344772058,0.2678233331492617,46.07696151924038,132,7979,0.00047,False,run_20260403T204901Z_pid9279,133.0,0.3538932440764555,10.431818181818182,15.204545454545457,364.90909090909093,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
breakout_volume_momentum,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.516; BH-adjusted p=0.849; percentile=48.4; RCSI_z=-0.174. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.39859765825989957,0.26327006467452096,0.16304622220020232,-0.13965751570593954,-0.0806266352055777,-0.173560237334952,0.5162418790604698,0.8490199344772058,0.28714676711659076,48.425787106446776,115,7979,0.00047,False,run_20260403T204901Z_pid9279,115.0,0.3132270693512305,8.765217391304347,12.678260869565218,304.2782608695652,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
mean_reversion_vol_filter,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.695; BH-adjusted p=0.849; percentile=30.6; RCSI_z=-0.535. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.025022720783186347,-0.03638552123646253,-0.05353745506650633,-0.10009914132865672,-0.0538070769342233,-0.5353694628737697,0.6946526736631684,0.8490199344772058,0.15823228838211634,30.584707646176913,16,7979,0.00047,False,run_20260403T204901Z_pid9279,16.0,0.0521469108041546,4.875,7.0625,169.5,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
trend_momentum_verification,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.633; BH-adjusted p=0.849; percentile=36.8; RCSI_z=-0.493. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.9636119337237072,0.4145188948991588,0.24833745762470977,-0.17411821647544568,-0.5023505453967201,-0.4927862542162476,0.6326836581709145,0.8490199344772058,0.1988133829548751,36.7816091954023,99,7979,0.00047,False,run_20260403T204901Z_pid9279,99.0,0.2651630147835269,21.343434343434343,30.95959595959596,743.030303030303,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
adx_trend_following,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.840; BH-adjusted p=0.852; percentile=16.0; RCSI_z=-0.921. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.5220509265490982,0.27276474250266525,0.12723082223221044,-0.14319641814359318,-0.9009817684796092,-0.9206148267416931,0.84007996001999,0.8515742128935532,0.07567937519674044,16.041979010494753,138,7979,0.00047,False,run_20260403T204901Z_pid9279,138.0,0.3691014938488576,14.81159420289855,21.65942028985507,519.8260869565217,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
uptrend_oversold_reversion,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.251; BH-adjusted p=0.849; percentile=75.0; RCSI_z=0.633. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.22757010890562968,0.23104463312301002,0.1681401550157507,-0.0867385206589959,0.1254916333065087,0.6326412239855989,0.2508745627186406,0.8490199344772058,0.6005433714911922,74.96251874062968,79,7979,0.00047,False,run_20260403T204901Z_pid9279,79.0,0.2230784395584006,3.7848101265822782,5.658227848101266,135.79746835443038,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
volatility_squeeze_breakout,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.631; BH-adjusted p=0.849; percentile=37.0; RCSI_z=-0.366. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.10779222199200267,0.15376797181818894,0.2022829555438569,-0.06679089103285485,-0.0852132636502321,-0.365900868185166,0.6306846576711644,0.8490199344772058,0.20018773372809587,36.98150924537731,30,7979,0.00047,False,run_20260403T204901Z_pid9279,30.0,0.0813691855284263,12.733333333333333,18.266666666666666,438.4,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
connors_rsi2_pullback,Strong Skill,Strong Skill,High,strong skill,not available,"All three metrics point to a strong edge over the null distribution. raw p=0.030; BH-adjusted p=0.335; percentile=97.0; RCSI_z=2.035. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.48008838922094954,0.4524471700989584,0.27622697780755806,-0.11073560743049093,0.3970435854856485,2.034570273858238,0.0304847576211894,0.3353323338330835,1.5159172536254444,97.0014992503748,103,7979,0.00047,False,run_20260403T204901Z_pid9279,103.0,0.2806178392409594,2.6019417475728157,3.679611650485437,88.31067961165049,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
donchian_trend_reentry,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.852; BH-adjusted p=0.852; percentile=14.9; RCSI_z=-1.000. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.24111162392383956,0.17259881265081822,0.09594650911702833,-0.20266938325526151,-0.7276644064820459,-0.999666141515936,0.8515742128935532,0.8515742128935532,0.06977749820553011,14.89255372313843,103,7979,0.00047,False,run_20260403T204901Z_pid9279,103.0,0.2793177565930149,14.776699029126211,21.660194174757283,519.8446601941747,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
turn_of_month_seasonality,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.443; BH-adjusted p=0.849; percentile=55.8; RCSI_z=-0.048. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.4290055020411496,0.2710446709119858,0.09737578195420067,-0.1415413364501502,-0.0232169173932749,-0.0475571507114578,0.4427786106946527,0.8490199344772058,0.35381336674916064,55.77211394302849,235,7979,0.00047,False,run_20260403T204901Z_pid9279,235.0,0.6200426924410541,4.502127659574468,6.468085106382978,155.2340425531915,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
