agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,adjusted_p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,research_grade,artifact_run_id,signal_count,trades_per_month,average_holding_bars,average_holding_days,average_holding_hours,activity_status,activity_warning
trend_pullback,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.353; BH-adjusted p=0.750; percentile=64.7; RCSI_z=0.258. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.5674583126506747,0.35280076900530394,0.16051894001297762,-0.13596490560959051,0.1130180013858093,0.2575407317732192,0.3533233383308345,0.7499821517812523,0.4518276748393121,64.7176411794103,116,6131,0.00047,False,run_20260403T170648Z_pid92733,116.0,0.4254428244366791,10.275862068965518,15.017241379310343,360.41379310344826,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
breakout_volume_momentum,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.604; BH-adjusted p=0.831; percentile=39.6; RCSI_z=-0.338. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.06406952251556963,0.08136008152315953,0.04877222113989588,-0.12059661890381812,-0.1097526178078245,-0.3379652569427004,0.6041979010494752,0.8307721139430284,0.21882078777543953,39.63018490754623,86,6131,0.00047,False,run_20260403T170648Z_pid92733,86.0,0.3045166356444858,8.0,11.604651162790695,278.51162790697674,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
mean_reversion_vol_filter,Weak Skill,Weak Skill,Moderate,weak skill,stable,"There is some evidence of edge, but it remains modest. raw p=0.111; BH-adjusted p=0.613; percentile=88.9; RCSI_z=1.159. Robustness stability: stable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.1328249757364106,0.27369084402612004,0.42374004628126893,-0.07616912159466005,0.112766485940682,1.1585146902899703,0.1114442778610694,0.612943528235882,0.952942225588051,88.9055472263868,16,6131,0.00047,False,run_20260403T170648Z_pid92733,16.0,0.0614588591620393,5.5625,8.1875,196.5,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
trend_momentum_verification,Negative Skill,Negative Skill,Low,negative skill,moderately variable,"The result is worse than the random null on all three metrics. raw p=0.861; BH-adjusted p=0.886; percentile=14.0; RCSI_z=-1.019. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.11534612610595363,0.11180970947015122,0.06650453472398454,-0.1909633331080287,-0.6333927023466912,-1.0190717716841982,0.8605697151424287,0.8855572213893054,0.06521394151857546,13.993003498250877,77,6131,0.00047,False,run_20260403T170648Z_pid92733,77.0,0.2839800678541136,20.415584415584416,29.571428571428573,709.7142857142857,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
adx_trend_following,Negative Skill,Negative Skill,Low,negative skill,stable,"The result is worse than the random null on all three metrics. raw p=0.886; BH-adjusted p=0.886; percentile=11.5; RCSI_z=-1.101. Robustness stability: stable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.019177755032321997,0.04076603612625667,0.02052033238731987,-0.21235975789199746,-0.6305883661319802,-1.1009769295497025,0.8855572213893054,0.8855572213893054,0.05278337108517944,11.494252873563218,92,6131,0.00047,False,run_20260403T170648Z_pid92733,92.0,0.3432520225545477,16.152173913043477,23.304347826086957,559.304347826087,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
uptrend_oversold_reversion,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.436; BH-adjusted p=0.750; percentile=56.5; RCSI_z=0.088. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.08796928389676872,0.11952235042046613,0.07648663006375966,-0.087458064980792,0.0162961535259291,0.088227085679996,0.4357821089455272,0.7499821517812523,0.3607306037036442,56.47176411794103,71,6131,0.00047,False,run_20260403T170648Z_pid92733,71.0,0.2618517508784684,4.042253521126761,6.084507042253521,146.0281690140845,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
volatility_squeeze_breakout,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.477; BH-adjusted p=0.750; percentile=52.3; RCSI_z=0.010. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.10383417213667179,0.1882592086520677,0.18955242354073343,-0.09972720034128058,0.0020515373832566,0.0103178826382845,0.4772613693153423,0.7499821517812523,0.32124371705246507,52.32383808095952,25,6131,0.00047,False,run_20260403T170648Z_pid92733,25.0,0.0930468941061384,13.04,18.56,445.44,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
connors_rsi2_pullback,Strong Skill,Strong Skill,High,strong skill,stable,"All three metrics point to a strong edge over the null distribution. raw p=0.035; BH-adjusted p=0.385; percentile=96.6; RCSI_z=2.024. Robustness stability: stable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.40896813839674784,0.46688606819922934,0.2822960889208328,-0.11433664492709783,0.3599372554124069,2.0244578463864964,0.0349825087456271,0.3848075962018991,1.4561490486219557,96.55172413793105,86,6131,0.00047,False,run_20260403T170648Z_pid92733,86.0,0.3169805037539356,2.697674418604651,3.9069767441860463,93.76744186046513,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
donchian_trend_reentry,Negative Skill,Negative Skill,Low,negative skill,stable,"The result is worse than the random null on all three metrics. raw p=0.841; BH-adjusted p=0.886; percentile=15.9; RCSI_z=-0.951. Robustness stability: stable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.051359417749427205,0.06948789362567681,0.0423530538677517,-0.15377513190653835,-0.4462107742262394,-0.9505513632795328,0.841079460269865,0.8855572213893054,0.07516297266038759,15.942028985507244,73,6131,0.00047,False,run_20260403T170648Z_pid92733,73.0,0.2715309177563241,16.21917808219178,23.54794520547945,565.1506849315068,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
turn_of_month_seasonality,Weak Skill,Weak Skill,Moderate,weak skill,stable,"There is some evidence of edge, but it remains modest. raw p=0.196; BH-adjusted p=0.720; percentile=80.4; RCSI_z=0.772. Robustness stability: stable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.5135687601006762,0.39010590086376995,0.13340210972426972,-0.14019541273655767,0.2897893169222537,0.7718721887742004,0.1964017991004497,0.7201399300349824,0.7068545382607849,80.40979510244878,195,6131,0.00047,False,run_20260403T170648Z_pid92733,195.0,0.6794084821428571,4.558974358974359,6.492307692307692,155.8153846153846,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
